"species"
"Dimorphotheca sinuata"
"Diosma acmaeophylla"
"Diosma aspalathoides"
"Diosma demissa"
"Diosma dichotoma"
"Diosma hirsuta"
"Diosma oppositifolia"
"Diosma pedicellata"
"Diospyros acocksii"
"Diospyros glabra"
"Diospyros whyteana"
"Diplachne fusca"
"Diplazium esculentum"
"Diplazium zanzibaricum"
"Diplotaxis muralis"
"Dipogon lignosus"
"Disa atricapilla"
"Disa atrorubens"
"Disa barbata"
"Disa bifida"
"Disa bivalvata"
"Disa bodkinii"
"Disa bolusiana"
"Disa brachyceras"
"Disa bracteata"
"Disa comosa"
"Disa conferta"
"Disa cornuta"
"Disa cylindrica"
"Disa densiflora"
"Disa draconis"
"Disa ecalcarata"
"Disa fasciata"
"Disa ferruginea"
"Disa filicornis"
"Disa flexuosa"
"Disa glandulosa"
"Disa graminifolia"
"Disa inflexa"
"Disa longicornu"
"Disa maculata"
"Disa nubigena"
"Disa obliqua"
"Disa ophrydea"
"Disa polygonoides"
"Disa purpurascens"
"Disa pygmaea"
"Disa racemosa"
"Disa reticulata"
"Disa richardiana"
"Disa rosea"
"Disa rufescens"
"Disa sabulosa"
"Disa salteri"
"Disa tenuicornis"
"Disa tenuifolia"
"Disa tenuis"
"Disa uncinata"
"Disa uniflora"
"Disa vaginata"
"Disa venosa"
"Disa venusta"
"Dischisma arenarium"
"Dischisma capitatum"
"Dischisma ciliatum"
"Disparago anomala"
"Disparago ericoides"
"Disparago laxifolia"
"Disperis bodkinii"
"Disperis bolusiana"
"Disperis cucullata"
"Disperis macowanii"
"Disperis paludosa"
"Disperis villosa"
"Disphyma crassifolium"
"Distephanus angulifolius"
"Dittrichia graveolens"
"Dodonaea angustifolia"
"Dolichandra unguis-cati"
"Dolichos decumbens"
"Dolichothrix ericoides"
"Dovyalis caffra"
"Drimia capensis"
"Drimia dregei"
"Drimia elata"
"Drimia exuviata"
"Drimia filifolia"
"Drimia media"
"Drimia virens"
"Drosanthemum calycinum"
"Drosanthemum candens"
"Drosanthemum cymiferum"
"Drosanthemum floribundum"
"Drosanthemum intermedium"
"Drosanthemum parvifolium"
"Drosanthemum stokoei"
"Drosanthemum striatum"
"Drosera aliciae"
"Drosera capensis"
"Drosera cistiflora"
"Drosera cuneifolia"
"Drosera glabripes"
"Drosera hilaris"
"Drosera pauciflora"
"Drosera ramentacea"
"Drosera trinervia"
"Dryopteris inaequalis"
"Dryopteris pentheri"
"Dysphania pumilio"
"Echinochloa crus-galli"
"Echinochloa pyramidalis"
"Echiostachys incanus"
"Echiostachys spicatus"
"Echium plantagineum"
"Edmondia pinifolia"
"Edmondia sesamoides"
"Ehrharta bulbosa"
"Ehrharta calycina"
"Ehrharta capensis"
"Ehrharta longiflora"
"Ehrharta longifolia"
"Ehrharta ottonis"
"Ehrharta rehmannii"
"Ekebergia capensis"
"Elaeodendron croceum"
"Elaphoglossum acrostichoides"
"Elaphoglossum angustatum"
"Elaphoglossum conforme"
"Elegia acockii"
"Elegia asperiflora"
"Elegia capensis"
"Elegia coleura"
"Elegia cuspidata"
"Elegia deusta"
"Elegia ebracteata"
"Elegia equisetacea"
"Elegia fenestrata"
"Elegia filacea"
"Elegia fistulosa"
"Elegia hookeriana"
"Elegia intermedia"
"Elegia juncea"
"Elegia microcarpa"
"Elegia mucronata"
"Elegia neesii"
"Elegia nuda"
"Elegia prominens"
"Elegia racemosa"
"Elegia recta"
"Elegia squamosa"
"Elegia stipularis"
"Elegia tectorum"
"Elegia thyrsifera"
"Elegia vaginulata"
"Elegia verreauxii"
"Eleusine indica"
"Elytropappus glandulosus"
"Elytropappus gnaphaloides"
"Elytropappus rhinocerotis"
"Elytropappus scaber"
"Emilia transvaalensis"
"Empleurum unicapsulare"
"Empodium plicatum"
"Encephalartos altensteinii"
"Encephalartos caffer"
"Encephalartos cycadifolius"
"Encephalartos eugene-maraisii"
"Encephalartos friderici-guilielmi"
